"open","high","low","close","volume","adjusted_close","date","ticker"
50.835999,50.950001,50.835999,50.91,1100,50.083073,2017-07-26,"EMXC"
50.91,50.91,50.91,50.91,0,50.083073,2017-07-27,"EMXC"
50.669998,50.669998,50.669998,50.669998,200,49.84697,2017-07-28,"EMXC"
50.57,50.599998,50.57,50.580002,800,49.758434,2017-07-31,"EMXC"
50.580002,50.580002,50.580002,50.580002,0,49.758434,2017-08-01,"EMXC"
50.82,51.005001,50.82,51.005001,1100,50.176533,2017-08-02,"EMXC"
50.619999,50.619999,50.619999,50.619999,100,49.797783,2017-08-03,"EMXC"
50.759998,50.82,50.759998,50.82,4300,49.994534,2017-08-04,"EMXC"
50.82,50.82,50.82,50.82,0,49.994534,2017-08-07,"EMXC"
50.82,50.82,50.82,50.82,0,49.994534,2017-08-08,"EMXC"
50.330002,50.330002,50.330002,50.330002,300,49.512493,2017-08-09,"EMXC"
50.330002,50.330002,50.330002,50.330002,0,49.512493,2017-08-10,"EMXC"
50.330002,50.330002,50.330002,50.330002,0,49.512493,2017-08-11,"EMXC"
50.025002,50.106998,50.025002,50.106998,400,49.293114,2017-08-14,"EMXC"
50.110001,50.110001,50.110001,50.110001,0,49.296066,2017-08-15,"EMXC"
50.349998,50.349998,50.349998,50.349998,100,49.532169,2017-08-16,"EMXC"
50.349998,50.349998,50.349998,50.349998,0,49.532169,2017-08-17,"EMXC"
50.139999,50.259998,50.139999,50.200001,5800,49.384605,2017-08-18,"EMXC"
50.200001,50.200001,50.200001,50.200001,0,49.384605,2017-08-21,"EMXC"
50.200001,50.200001,50.200001,50.200001,0,49.384605,2017-08-22,"EMXC"
51.060001,51.060001,51.060001,51.060001,400,50.23064,2017-08-23,"EMXC"
51.189999,51.310001,51.189999,51.310001,700,50.476578,2017-08-24,"EMXC"
51.523998,51.523998,51.523998,51.523998,200,50.687096,2017-08-25,"EMXC"
51.523998,51.523998,51.523998,51.523998,0,50.687096,2017-08-28,"EMXC"
51.523998,51.523998,51.523998,51.523998,0,50.687096,2017-08-29,"EMXC"
51.380001,51.380001,51.380001,51.380001,200,50.545441,2017-08-30,"EMXC"
51.380001,51.380001,51.380001,51.380001,0,50.545441,2017-08-31,"EMXC"
51.77,51.849998,51.77,51.82,900,50.978291,2017-09-01,"EMXC"
51.82,51.82,51.82,51.82,0,50.978291,2017-09-05,"EMXC"
51.349998,51.500999,51.349998,51.500999,1600,50.664471,2017-09-06,"EMXC"
51.500999,51.500999,51.500999,51.500999,0,50.664471,2017-09-07,"EMXC"
51.66,51.669998,51.639999,51.639999,1600,50.801216,2017-09-08,"EMXC"
52.09,52.09,52.080002,52.080002,500,51.23407,2017-09-11,"EMXC"
52.080002,52.080002,52.080002,52.080002,0,51.23407,2017-09-12,"EMXC"
51.82,51.82,51.66,51.689999,1800,50.850403,2017-09-13,"EMXC"
51.810001,51.810001,51.810001,51.810001,600,50.968456,2017-09-14,"EMXC"
51.970001,52.16,51.970001,52.16,500,51.312771,2017-09-15,"EMXC"
52.41,52.41,52.310001,52.310001,2900,51.460335,2017-09-18,"EMXC"
52.310001,52.310001,52.310001,52.310001,0,51.460335,2017-09-19,"EMXC"
52.310001,52.310001,52.310001,52.310001,0,51.460335,2017-09-20,"EMXC"
52.310001,52.310001,52.310001,52.310001,0,51.460335,2017-09-21,"EMXC"
51.860001,51.860001,51.824001,51.824001,300,50.982227,2017-09-22,"EMXC"
51.540001,51.540001,51.299999,51.299999,3000,50.466736,2017-09-25,"EMXC"
51,51.009998,51,51,2200,50.171612,2017-09-26,"EMXC"
50.73,50.73,50.52,50.52,2500,49.699409,2017-09-27,"EMXC"
50.43,50.540001,50.43,50.540001,1000,49.719086,2017-09-28,"EMXC"
50.900002,51.040001,50.900002,51.040001,800,50.210964,2017-09-29,"EMXC"
51.040001,51.040001,51.040001,51.040001,0,50.210964,2017-10-02,"EMXC"
51.290001,51.299999,51.266998,51.299999,3000,50.466736,2017-10-03,"EMXC"
51.630001,51.630001,51.630001,51.630001,200,50.791378,2017-10-04,"EMXC"
51.630001,51.630001,51.630001,51.630001,0,50.791378,2017-10-05,"EMXC"
51.490002,51.619999,51.490002,51.619999,300,50.78154,2017-10-06,"EMXC"
51.48,51.48,51.48,51.48,200,50.643814,2017-10-09,"EMXC"
52.07,52.099998,52.040001,52.040001,1600,51.194721,2017-10-10,"EMXC"
52.040001,52.040001,52.040001,52.040001,0,51.194721,2017-10-11,"EMXC"
52.040001,52.040001,52.040001,52.040001,0,51.194721,2017-10-12,"EMXC"
53.220001,53.220001,53.150002,53.150002,1400,52.28669,2017-10-13,"EMXC"
53.238998,53.240002,53.199001,53.201,2200,52.336861,2017-10-16,"EMXC"
52.735001,52.828999,52.735001,52.828999,400,51.970901,2017-10-17,"EMXC"
52.828999,52.828999,52.828999,52.828999,0,51.970901,2017-10-18,"EMXC"
52.439999,52.529999,52.439999,52.529999,600,51.676758,2017-10-19,"EMXC"
52.650002,52.650002,52.619999,52.619999,500,51.765297,2017-10-20,"EMXC"
52.619999,52.619999,52.619999,52.619999,0,51.765297,2017-10-23,"EMXC"
52.619999,52.619999,52.619999,52.619999,0,51.765297,2017-10-24,"EMXC"
52.619999,52.619999,52.619999,52.619999,0,51.765297,2017-10-25,"EMXC"
52.02,52.139999,52.02,52.139999,2900,51.293095,2017-10-26,"EMXC"
52.139999,52.139999,52.139999,52.139999,0,51.293095,2017-10-27,"EMXC"
52.330002,52.330002,52.330002,52.330002,300,51.480011,2017-10-30,"EMXC"
52.720001,52.720001,52.720001,52.720001,500,51.863674,2017-10-31,"EMXC"
53.23,53.240002,53.16,53.16,500,52.296524,2017-11-01,"EMXC"
53.16,53.16,53.16,53.16,100,52.296524,2017-11-02,"EMXC"
52.560001,52.560001,52.560001,52.560001,200,51.706276,2017-11-03,"EMXC"
53.259998,53.259998,53.259998,53.259998,200,52.394901,2017-11-06,"EMXC"
52.849998,52.849998,52.650002,52.650002,700,51.794811,2017-11-07,"EMXC"
52.901001,52.938999,52.901001,52.938999,700,52.079117,2017-11-08,"EMXC"
52.57,52.57,52.57,52.57,900,51.71611,2017-11-09,"EMXC"
52.57,52.57,52.57,52.57,0,51.71611,2017-11-10,"EMXC"
52.57,52.57,52.57,52.57,0,51.71611,2017-11-13,"EMXC"
51.810001,51.810001,51.810001,51.810001,500,50.968456,2017-11-14,"EMXC"
51.810001,51.810001,51.810001,51.810001,0,50.968456,2017-11-15,"EMXC"
51.810001,51.810001,51.810001,51.810001,0,50.968456,2017-11-16,"EMXC"
51.810001,51.810001,51.810001,51.810001,0,50.968456,2017-11-17,"EMXC"
52.905998,52.909,52.905998,52.909,2600,52.049603,2017-11-20,"EMXC"
53.369999,53.369999,53.369999,53.369999,300,52.503117,2017-11-21,"EMXC"
53.610001,53.610001,53.610001,53.610001,300,52.73922,2017-11-22,"EMXC"
53.57,53.57,53.57,53.57,300,52.699867,2017-11-24,"EMXC"
53.23,53.23,53.049999,53.049999,800,52.188313,2017-11-27,"EMXC"
53.470001,53.470001,53.360001,53.41,1000,52.542465,2017-11-28,"EMXC"
53.07,53.07,52.939999,52.939999,500,52.080097,2017-11-29,"EMXC"
52.599998,52.68,52.589001,52.669998,29100,51.814484,2017-11-30,"EMXC"
52.669998,52.669998,52.669998,52.669998,0,51.814484,2017-12-01,"EMXC"
52.59,52.59,52.449001,52.449001,700,51.597076,2017-12-04,"EMXC"
52.449001,52.449001,52.449001,52.449001,0,51.597076,2017-12-05,"EMXC"
51.73,51.849998,51.639999,51.790001,1300,50.94878,2017-12-06,"EMXC"
51.400002,51.860001,51.400002,51.740002,3900,50.899593,2017-12-07,"EMXC"
52.09,52.139999,52.09,52.099998,600,51.253742,2017-12-08,"EMXC"
52.099998,52.099998,52.099998,52.099998,0,51.253742,2017-12-11,"EMXC"
51.900002,51.91,51.869999,51.869999,600,51.027481,2017-12-12,"EMXC"
52.459999,52.459999,52.459999,52.459999,300,51.607895,2017-12-13,"EMXC"
52.389999,52.389999,52.389999,52.389999,500,51.539036,2017-12-14,"EMXC"
52.299999,52.52,52.299999,52.381001,3700,51.530178,2017-12-15,"EMXC"
52.902,53.150002,52.902,53.150002,1000,52.28669,2017-12-18,"EMXC"
52.450001,52.450001,52.259998,52.259998,1900,51.932915,2017-12-19,"EMXC"
52.259998,52.259998,52.259998,52.259998,100,51.932915,2017-12-20,"EMXC"
52.560001,52.560001,52.560001,52.560001,400,52.231041,2017-12-21,"EMXC"
52.689999,52.779999,52.68,52.779999,900,52.449661,2017-12-22,"EMXC"
52.790001,52.810001,52.790001,52.810001,400,52.479473,2017-12-26,"EMXC"
53.058998,53.110001,53.058998,53.060001,1900,52.727909,2017-12-27,"EMXC"
53.639,53.639,53.549999,53.549999,700,53.21484,2017-12-28,"EMXC"
53.936001,53.959999,53.895,53.93,6700,53.592464,2017-12-29,"EMXC"
54.540001,54.540001,54.380001,54.5,1100,54.158897,2018-01-02,"EMXC"
54.931,55.02,54.931,55.02,500,54.675644,2018-01-03,"EMXC"
55.150002,55.209999,55.07,55.07,3000,54.725327,2018-01-04,"EMXC"
55.540001,55.599998,55.540001,55.599998,500,55.25201,2018-01-05,"EMXC"
55.5,55.584999,55.5,55.584999,1100,55.237106,2018-01-08,"EMXC"
55.48,55.490002,55.299,55.419998,8600,55.073135,2018-01-09,"EMXC"
54.93,54.979,54.93,54.979,600,54.634899,2018-01-10,"EMXC"
55.16,55.389999,55.16,55.360001,500,55.013515,2018-01-11,"EMXC"
55.519001,55.724998,55.519001,55.724998,400,55.376228,2018-01-12,"EMXC"
56.044998,56.044998,55.939999,55.939999,2500,55.589882,2018-01-16,"EMXC"
56.615002,56.615002,56.580002,56.581001,1900,56.226871,2018-01-17,"EMXC"
56.564999,56.564999,56.564999,56.564999,100,56.210972,2018-01-18,"EMXC"
56.68,56.696999,56.662998,56.696999,1500,56.342144,2018-01-19,"EMXC"
56.696999,56.696999,56.696999,56.696999,0,56.342144,2018-01-22,"EMXC"
56.950001,57.215,56.950001,57.132999,8500,56.775417,2018-01-23,"EMXC"
57.749001,57.749001,57.470001,57.5,3000,57.140121,2018-01-24,"EMXC"
58.150002,58.488998,58.009998,58.055,5900,57.691647,2018-01-25,"EMXC"
58.139999,58.439999,58.084999,58.414001,12500,58.048401,2018-01-26,"EMXC"
57.849998,57.919998,57.758999,57.849998,7000,57.487926,2018-01-29,"EMXC"
57.169998,57.240002,56.895,56.895,1800,56.538906,2018-01-30,"EMXC"
57.689999,57.689999,57.349998,57.365002,1000,57.005966,2018-01-31,"EMXC"
57.130001,57.130001,57.119999,57.130001,1100,56.772438,2018-02-01,"EMXC"
55.994999,55.994999,55.779999,55.779999,600,55.430885,2018-02-02,"EMXC"
55.619999,55.619999,54,54,3600,53.662025,2018-02-05,"EMXC"
53.689999,54.970001,53.689999,54.959,2200,54.615025,2018-02-06,"EMXC"
55.009998,55.009998,54.93,54.93,400,54.586205,2018-02-07,"EMXC"
53.77,53.77,53.07,53.07,1400,52.737846,2018-02-08,"EMXC"
52.91,52.91,52.235001,52.235001,900,51.908073,2018-02-09,"EMXC"
54.080002,54.400002,54.029999,54.27,4800,53.930336,2018-02-12,"EMXC"
54.490002,54.509998,54.490002,54.509998,1000,54.168831,2018-02-13,"EMXC"
55.603001,55.603001,55.5,55.52,31600,55.172512,2018-02-14,"EMXC"
56.290001,56.299999,56.290001,56.299999,200,55.947628,2018-02-15,"EMXC"
55.950001,55.950001,55.950001,55.950001,200,55.599823,2018-02-16,"EMXC"
54.959999,54.959999,54.959999,54.959999,300,54.616016,2018-02-20,"EMXC"
55.68,55.68,55.68,55.68,300,55.331512,2018-02-21,"EMXC"
55.68,55.68,55.68,55.68,0,55.331512,2018-02-22,"EMXC"
55.931,56.150002,55.931,56.150002,2200,55.798573,2018-02-23,"EMXC"
56.245998,56.245998,56.245998,56.245998,200,55.893967,2018-02-26,"EMXC"
56.245998,56.245998,56.245998,56.245998,0,55.893967,2018-02-27,"EMXC"
55.299999,55.299999,54.75,54.75,400,54.407333,2018-02-28,"EMXC"
54.849998,55,54.599998,54.599998,1600,54.25827,2018-03-01,"EMXC"
54.16,54.16,53.974998,54,1000,53.662025,2018-03-02,"EMXC"
54.48,54.48,54.48,54.48,800,54.139019,2018-03-05,"EMXC"
54.48,54.48,54.48,54.48,0,54.139019,2018-03-06,"EMXC"
54.48,54.48,54.48,54.48,0,54.139019,2018-03-07,"EMXC"
54.48,54.48,54.48,54.48,0,54.139019,2018-03-08,"EMXC"
54.48,54.48,54.48,54.48,0,54.139019,2018-03-09,"EMXC"
54.48,54.48,54.48,54.48,0,54.139019,2018-03-12,"EMXC"
56.365002,56.365002,56.299999,56.299999,800,55.947628,2018-03-13,"EMXC"
56.349998,56.349998,55.959999,55.959999,800,55.609756,2018-03-14,"EMXC"
55.68,55.68,55.68,55.68,100,55.331512,2018-03-15,"EMXC"
55.68,55.68,55.68,55.68,0,55.331512,2018-03-16,"EMXC"
55.68,55.68,55.68,55.68,0,55.331512,2018-03-19,"EMXC"
55.07,55.07,55.07,55.07,100,54.725327,2018-03-20,"EMXC"
55.07,55.07,55.07,55.07,0,54.725327,2018-03-21,"EMXC"
55.07,55.07,55.07,55.07,0,54.725327,2018-03-22,"EMXC"
54.5,54.5,54.099998,54.099998,300,53.761398,2018-03-23,"EMXC"
54.799999,54.799999,54.740002,54.740002,400,54.397396,2018-03-26,"EMXC"
55.029999,55.029999,54.869999,54.869999,500,54.526581,2018-03-27,"EMXC"
54.869999,54.869999,54.869999,54.869999,0,54.526581,2018-03-28,"EMXC"
54.860001,54.860001,54.860001,54.860001,100,54.516644,2018-03-29,"EMXC"
54.055,54.055,54.055,54.055,200,53.716682,2018-04-02,"EMXC"
54.599998,54.599998,54.549999,54.599998,400,54.25827,2018-04-03,"EMXC"
53.950001,53.950001,53.950001,53.950001,200,53.612339,2018-04-04,"EMXC"
53.950001,53.950001,53.950001,53.950001,0,53.612339,2018-04-05,"EMXC"
54.48,54.48,54,54,200,53.662025,2018-04-06,"EMXC"
54.058998,54.058998,54.029999,54.029999,600,53.691837,2018-04-09,"EMXC"
54.349998,54.360001,54.349998,54.360001,400,54.019772,2018-04-10,"EMXC"
54.43,54.639999,54.412998,54.519001,3600,54.17778,2018-04-11,"EMXC"
54.550999,54.550999,54.550999,54.550999,300,54.209576,2018-04-12,"EMXC"
54.550999,54.550999,54.550999,54.550999,0,54.209576,2018-04-13,"EMXC"
54.41,54.41,54.389999,54.389999,3000,54.049583,2018-04-16,"EMXC"
54.220001,54.528,54.220001,54.528,1600,54.186722,2018-04-17,"EMXC"
54.528,54.528,54.528,54.528,0,54.186722,2018-04-18,"EMXC"
55.209999,55.209999,54.669998,54.669998,700,54.327831,2018-04-19,"EMXC"
54.470001,54.470001,54.220001,54.220001,500,53.88065,2018-04-20,"EMXC"
53.759998,53.759998,53.689999,53.689999,700,53.353966,2018-04-23,"EMXC"
53.699001,53.699001,53.699001,53.699001,100,53.362911,2018-04-24,"EMXC"
53.699001,53.699001,53.699001,53.699001,0,53.362911,2018-04-25,"EMXC"
53.57,53.57,53.535,53.535,200,53.199936,2018-04-26,"EMXC"
53.939999,54.23,53.939999,54.23,400,53.890587,2018-04-27,"EMXC"
54.23,54.23,54.23,54.23,0,53.890587,2018-04-30,"EMXC"
53.439999,53.439999,53.439999,53.439999,300,53.10553,2018-05-01,"EMXC"
53.099998,53.127998,53.099998,53.127998,400,52.795483,2018-05-02,"EMXC"
53.127998,53.127998,53.127998,53.127998,0,52.795483,2018-05-03,"EMXC"
53.127998,53.127998,53.127998,53.127998,0,52.795483,2018-05-04,"EMXC"
52.66,52.66,52.560001,52.560001,4000,52.231041,2018-05-07,"EMXC"
52.200001,52.200001,52.139999,52.139999,300,51.813667,2018-05-08,"EMXC"
52.139999,52.139999,52.139999,52.139999,0,51.813667,2018-05-09,"EMXC"
53.080002,53.169998,53.080002,53.169998,300,52.837219,2018-05-10,"EMXC"
53.169998,53.169998,53.169998,53.169998,0,52.837219,2018-05-11,"EMXC"
53.169998,53.169998,53.169998,53.169998,0,52.837219,2018-05-14,"EMXC"
53.169998,53.169998,53.169998,53.169998,0,52.837219,2018-05-15,"EMXC"
53.169998,53.169998,53.169998,53.169998,0,52.837219,2018-05-16,"EMXC"
52.310001,52.310001,51.991001,51.991001,600,51.6656,2018-05-17,"EMXC"
51.529999,51.529999,51.400002,51.509998,800,51.187607,2018-05-18,"EMXC"
51.509998,51.509998,51.509998,51.509998,0,51.187607,2018-05-21,"EMXC"
52.07,52.16,52.07,52.078999,400,51.753048,2018-05-22,"EMXC"
51.640999,51.640999,51.640999,51.640999,200,51.317787,2018-05-23,"EMXC"
51.689999,51.689999,51.689999,51.689999,200,51.366482,2018-05-24,"EMXC"
52.02,52.069,52.02,52.049999,700,51.724228,2018-05-25,"EMXC"
50.970001,51.16,50.599998,50.599998,900,50.283302,2018-05-29,"EMXC"
50.66,51.064999,50.66,51.040001,1100,50.720554,2018-05-30,"EMXC"
51.040001,51.040001,51.040001,51.040001,0,50.720554,2018-05-31,"EMXC"
51.598999,51.598999,51.346001,51.470001,600,51.147861,2018-06-01,"EMXC"
52.029999,52.150002,51.950001,51.951,6100,51.625851,2018-06-04,"EMXC"
51.700001,51.700001,51.700001,51.700001,1200,51.376423,2018-06-05,"EMXC"
51.700001,51.700001,51.700001,51.700001,0,51.376423,2018-06-06,"EMXC"
51.700001,51.700001,51.330002,51.330002,300,51.008739,2018-06-07,"EMXC"
51.153,51.153,51.153,51.153,200,50.832844,2018-06-08,"EMXC"
51.349998,51.41,51.349998,51.41,200,51.088234,2018-06-11,"EMXC"
51.240002,51.240002,51,51,4000,50.680801,2018-06-12,"EMXC"
51.278999,51.389,51.278999,51.389,1900,51.067368,2018-06-13,"EMXC"
50.849998,50.849998,50.369999,50.369999,400,50.054745,2018-06-14,"EMXC"
49.834999,49.849998,49.834999,49.849998,600,49.537998,2018-06-15,"EMXC"
49.849998,49.849998,49.849998,49.849998,0,49.537998,2018-06-18,"EMXC"
48.195,48.195,48.195,48.195,200,48.195,2018-06-19,"EMXC"
48.93,49.040001,48.93,49.040001,400,49.040001,2018-06-20,"EMXC"
48.529999,48.529999,48.359001,48.359001,600,48.359001,2018-06-21,"EMXC"
48.359001,48.359001,48.359001,48.359001,0,48.359001,2018-06-22,"EMXC"
48.25,48.25,48.25,48.25,500,48.25,2018-06-25,"EMXC"
48.34,48.34,48.34,48.34,200,48.34,2018-06-26,"EMXC"
48.23,48.25,47.810001,47.810001,600,47.810001,2018-06-27,"EMXC"
47.591,47.700001,47.580002,47.700001,800,47.700001,2018-06-28,"EMXC"
48.549999,48.685001,48.549999,48.591999,2300,48.591999,2018-06-29,"EMXC"
47.98,48.040001,47.955002,48.009998,2900,48.009998,2018-07-02,"EMXC"
48.009998,48.009998,48.009998,48.009998,0,48.009998,2018-07-03,"EMXC"
48.009998,48.009998,48.009998,48.009998,100,48.009998,2018-07-05,"EMXC"
48.509998,48.75,48.509998,48.75,400,48.75,2018-07-06,"EMXC"
49.507999,49.507999,49.48,49.48,500,49.48,2018-07-09,"EMXC"
49.48,49.48,49.48,49.48,0,49.48,2018-07-10,"EMXC"
49.209999,49.209999,49.188,49.209,2900,49.209,2018-07-11,"EMXC"
49.27,49.27,49.27,49.27,300,49.27,2018-07-12,"EMXC"
49.470001,49.470001,49.439999,49.439999,400,49.439999,2018-07-13,"EMXC"
49.360001,49.360001,49.360001,49.360001,300,49.360001,2018-07-16,"EMXC"
49.240002,49.683998,49.240002,49.683998,300,49.683998,2018-07-17,"EMXC"
49.683998,49.683998,49.683998,49.683998,0,49.683998,2018-07-18,"EMXC"
48.889999,48.889999,48.889999,48.889999,200,48.889999,2018-07-19,"EMXC"
